Gene,Sample_01,Sample_09,Sample_17,Sample_25,Sample_33,Sample_41,Sample_02,Sample_10,Sample_18,Sample_26,Sample_34,Sample_42,Sample_05,Sample_13,Sample_21,Sample_29,Sample_37,Sample_45,Sample_06,Sample_14,Sample_22,Sample_30,Sample_38,Sample_46
Aadat,3,0,26,28,18,17,0,0,27,7,22,20,7,0,18,9,13,20,6,2,28,27,20,8
Aak1,4134,2964,7691,5374,18934.04,9339.57,5464,2392,13793,3715,15655.05,9709.88,4881,5502,16193.01,5144,9338,11072.88,8202,8319.02,10358,7189,14361.97,8573
Aarsd1,553.42,724,892.72,899.33,1243.22,917.81,852.68,719,1208.39,512.93,1158.99,1013.98,883.44,522.37,1298.71,646.37,807.73,936.29,936.8,1177.23,1076.51,1082.08,1018.58,871.64
Aasdhppt,523,707,914,808,1450,1083,781,651,1544,625,1123,1047,856,531,1544,652,774,967.94,1009,915,1405,1130,1185,865
Aass,105,74,63,107,101,68,164,38,123,64,104,58,90,115,143,108,109,80,119,161,116,185,97,105
AB124611,234,170,170,214,152.93,520,85,135,165,112,150,764,139,508,122,114,405,331,28,145,166,290,335,409
Abca1,2518,3085,5366,4261.28,8688,5126,3214,4276,10232,2542.23,7459,5087,4708,4681,10422,4268,4655,5551,4424,5484,7346,6604,6896,5109
Abca4,3,30,67,244,27,28,51,32,192,60,57,33,35,16,71,258,72,53,10,52,69,120,114,122
Abcb1a,1747.89,1976.71,2504.54,5407.2,2214.8,1789.13,1705.73,1041.16,5283.22,2180.11,3344.38,2018.34,2490.45,2210.92,3277.58,4134.56,2152.37,2293.23,2067.4,3933.72,3026.29,4211.56,3514.36,3861.4
Abcb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Abcc5,2503,2014,6604,4245,13917,7053,3957,1453,10105,2704,11717,8177,3530,2025,12196,3552,6742,8023,6035,7401,8604,5296,10979.42,6801.4
Abi3,125,185,82,171,117,251,175,225,161,88,125,208,97,283,91,140,182,126,61,187,93,228,130,224
Abl1,1251,1371,1699,2514,2331,2138,1575,1344,3224,1392,2565,2542,2062,1663,2630,1864,2064,1990,1571,2649,2217.05,2868,2475,2360
Acap1,321,26,186,196,187,891,31,420,41,161,124,1274,110,1739,42,136,470,354,48,75,120,324,473,525
Accs,103,205,319,258,421,307,349,152,413,202,521,343,276,271,509.91,246,305,283,320,339,369,278,421,232
Aco2,4695,32549,7655,7553,12498.17,9693.13,8578,55486.99,10995,4820.6,11070,10862.99,27802,6438,12608,7248,7704,10183.99,19151.78,10727.99,9755,9161,10477,8751
Acot11,557,1253,743,483.02,1292,674.62,891,3007.34,1116,281,1319,531.97,1139,405,1253,530,973,400,1093,954.01,1015,710,1305,520.4
Acot3,0,0,0,0,4,7,0,0,0,0,4.53,0,0,0,7.05,0,0,0,0,0,4,9,2,9
Acp2,1550,1709,3257,2690,5193.02,3007,2391,1808,4597,1775,4376,3222,2354,1316,5508,1891.25,2901,3222.99,3021,3153,3990,3043,4131,2740.89
Actl6a,381,435,781,742,879,896,503,560,986,514,779,1078,794,694,961,694,758,796,578,603,926,936,811,845
Acvrl1,755,703,892,1652.12,606,725,707,1147,1283,823,767,676,931,1014,796,1508,736,1136,638,1808,911,2363,728,1380
Adam4,31,22,11,45.04,19,25,0,29,14,22,22,17,6,17,14,31,14,10,25,46,23,13,20,23
Adamts10,652,976,1238,2556,889,1472,1046,1235,2142,1120,1646,1485,1264,1078,1532,1390,1326,876,1025,1371,1557,1952,1448,1526
Adamts13,0,0,4,4,1,2,0,29,6,5,8,33,7,6,5,7,2,7,2,3,6,16,5,3
Adamts3,12,0,308,138,564,256,70,46,622,85,387,296,73,61,628,262,180,267,187,160,390,268,332,239
Adap2,198,169,152,189,95,142,236,123,173,186,131,146,276,157,174,146,135,112,193,457,200,283,140,223
Adat1,162,257,218,366,432,392,229,178,340,187,444,577,210,270,384,195,266,439,232,509,271,381,418,503
Adcy5,916,887,2859,3080,4603,2459,1525,643,4726,1405,4501,2542,1377,1044,5552,2288,2483,2085,2113,1775,3546.71,2913,3914,2626
Adgra3,552,829,1222,1439,1762,1290,1044,864,2155,916,1604,1181,1209,610,2252,882,1064,1310,1423,1235,1697,1471,1400,1015
Adgre5,1230,1169,1239,1598,1191,1875.85,1095,1896,1512,864,1220,2541,920,2643,1111,861,1542,968,721,1365,1278,1762,1482,1769
Adh6-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adipoq,107,8498,31,817,113,1590,2853,13957,93,563,90,333,10808,1539,127,393,350,68,3724,1762,42,1074,42,368
Adipor1,3899,3927,6328.66,5461,9319.2,8257.04,6012,4279,8724.96,3563,7938.96,9849,5342,4240,9260.67,5478,7008.98,8022,5750,5658,7833,7027,8590,6888.28
Ado,786,708,960,805,2088.04,1352,988,735,1566.43,665,1622,1142,905,1066,1513,1033,1165,2095,811,1111,1143.24,1317,1573,1107
Adprs,310,272,521,491.21,494,500,506,385,482,365,526,568,288,517,543,425,427,495,524,484,575,616,554,535
Adsl,898,805,1428,1036,1666,1149,761,693,1712,732,1490,1280,976,1123,1827,966.99,1106,1132,1032,1092,1766,1265,1396,1131
Adssl1,301,543,483,289,257,649,466,926,447,190,230,1375,826,339,438,540,381,270,1227,309,280,328,244,440
Aebp2,1234,1342,1359,1914,2357.93,1820,1702,1578,2492,1077,2079,2038,1665,2027,2226,1380,1792,1721,1419,2015,1939,1989,2047,1968.51
Aff4,4571,3623,8363,6252,16405,8578,6078,3221,13357,3921.07,14267.98,9342,5892,5179,14894,6142,8360.35,8884,7476,9452,10541.67,8259,12251,9009
Agbl1,11,0,11,8,15,13,22,2,11,10,14,38,9,13,28,12,6,12,17,0,7,6,13,13
Agbl3,223,410,310,346,321,278,448,330,419,284,318,260,379,189,407,313,257,249,272,260,368,448,300,228
Agtr2,0,35,22,33,6,24,27,48,22,10,18,32,0,61,18,39,10,2,0,43,11,74,12,38
Ahcyl1,3468,9196,5801,5897,10952.3,7565,6374,12247,10379,3645,9530,6721,8896,4481,10609,4943,6594,7463.01,7646,7317,7993,7059.97,8837,6864
Ahcyl2,2641,2494,5302,6106,7257,4195.04,4084,2443,9290,3077,7223,4137,3761,3260,7565,6142,5358,5227,3598,5137,7103,7252,6893.97,5602
AI507597,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,1,4,1
AI646519,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI854703,283,113,366,251,671,400,190,101,521,161,584,458,315,98,688,194,371,410,367,307,548,224,591,330
Aif1l,1348,1086,1172,1478,1376,1356,1567,1070,1460.41,1215,1499.98,811,1279,841,1116,1146,1358,1791,1215,1147,1436,1868,1211,768
Airn,80,200,163,254,137,202,117,151,330,124,186,217,150,130,266,207,204,182,179,266,274,259,193.98,239
Ak4,278,331,296,411,477,384,264,200,437,247,502.93,422,179,240,461,172,323,254.69,222,269,441,370,584.94,491
Akap10,669,964,1133,1096,2174,1529,968,678,1959,589,1780,1573,1057,1127,1982,806,1134,1275,1094,1338,1522,1286,1708,1356
Akap6,7156,5208,14390,9774.99,38084,18547.19,9061,2254,27035.24,7316,29021,20827.51,7768,5840,33838.73,7792.86,15881,21163.97,15138,18944,18683.74,13164,24529.03,16599.05
Aknaos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Akr1b3,1740.73,2502.54,2436.58,2800.2,2292.4,2235.42,3255.69,2040.59,2777.31,1855.36,2671.09,2296.34,2417.69,2237.77,2659.17,2617.37,2120.47,2943.9,2806.88,4485.18,3032.26,3260.99,2624.44,2210.94
Akr1c20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a2,79,111,503,2246,677,723,73,54,1537,721,1517,591,123,68,612,2776,1352,694,66,38,504,981,1738,3391
Aldob,8,0,19,6,23,7,8,0,23,9,19,30,10,31,24,12,16,13,1,17,26,21,7,13
Alg10b,1205,1312.03,1881,1481,3884,2220,1374,1008,3485,1080,3067,2431,1755,1532,3286,1540,1988,2160,1688,2420,2328,1968,2820,2221
Alkbh3,298,490.78,754,595,1020,810,518,653,954,444,913,741,544,525,1195,519.98,648,742,602,451,1015,814,835.97,575
Alkbh7,346,410,509,516,355,310,431,649,399,306,380,347,432,275,578,413,335,296,583,373,610,673,385,272
Alox12e,15,0,0,0,2,8,0,0,6,0,12,15,13,15,0,4,12,2,0,0,0,2,23,8
Alox15,77,74,77,149,103,504,8,2,48,64,79,675,46,26,51,291,549,621,38,47,121,311,410,856
Alyref2,89,135,104,182,111,118,128,66.92,175,51,112,116,54,159,110,47,93,87,88,135,158,131,135,93
Amigo2,732,883,1269,1182,1784.77,1165,1064,466,2109,845,1859,1330,1104,720,2791,647,1295,1316,1721,1456,1920,1928,1948,1342
Amtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Anapc1,2415,2252,3855,3937,6408,4750,3171,2485,6263.32,2270,5850,5790,3340,2864,5909,3057,4080,4406,3316,4754,4587,4785,5735,4953
Anapc16,1418,1509,2460,2517,2654,2286,2042,1399,3267,1984,2228,2032,2008,2145,3216,2568,1977,2396,2506,2133,3187,3327,2322,1838
Ang2,0,0,0,3,0,3,0,0,1,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0
Ankrd29,288,129,712.07,277,1680,549,377,147,1651.01,207.03,1419,494,303,163,1697,331,983,581,552,289,1250,418,1528,426
Ankrd53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anp32a,2891,3537,2326.99,3387.4,2951.97,3364,3432,2776,3320,2058.99,2909,3487,3368,3741.62,3187,2142,2604.98,2539,3177,3883.99,3042,3438,3304.99,2705
Ap2a2,4681,4066,12666,8317,19299.97,10829,6242,3130,17365.03,5461,15871.84,12631,5663,4534,20867.45,7287.84,9533.57,11171,8634,12801.04,15146.03,10903,13665,10448.44
Ap2m1,8898.81,6024.67,18454.34,12972.33,24221.68,14841.13,12174.33,5204.16,21651.23,8912.51,21257.21,16260.73,9072.35,7792.44,26326.19,10824.39,15231.98,16330.09,13677.69,17225.3,21749.19,15737.16,19212.5,14014.03
Ap2s1,1917,1585,5001,3323,4511,3540,3005,1590,4852,2511,4043.41,3696,2326,1723,5622,3079,3306,3511,3297,3281,5003,4378,4191,3300
Ap3s1-ps1,3.55,3.26,2.69,0,7.54,4.37,2.5,0,7.06,7.05,5.99,5.19,0,0,12.77,0,4.37,2.46,4.47,4.62,4.88,10.12,2.93,9.81
Ap3s2,1853,1396,4592.2,3211,9064,5141,2989,975,7068.06,2268,7220,5433,2261,1823,9130,2540,4754,5613,3943,4054,5628,4016.99,6277,4217.37
Aph1a,1147.89,1949.7,1845.96,2198.81,1884.61,1977,1973.34,2563.89,2669.63,1270.9,1999.17,2141.83,2325.99,1703.76,2551.67,1697.55,1743.7,1701.43,1839,1984.18,2160.56,2252.82,2115.38,1958
Api5-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apln,22,111,24,50,79,140,53,270,48,32,103,64,82,22,62,38,68,34,122,67,48,96,75,91
Apobec3,771,226,482,340,552.99,397,477,273,694,182,492,496,618,577,341.98,267,1140.93,265,400.99,386.3,459,469,968,514
Apobr,144,167,320,388,282,1090,257,188,182,153,230,1383,309,263,120,269,572,519,178,257,263,478,540,882
Apoc2,19,0,34,14,22,3,52,14,17,1,8,23,22,31,5,14,26,7,3,0,14,18,21,14
Apol6,9,307,13,59,14,111,133,434,31,24,19,56,581,89,9,38,38,20,174,159,18,57,137,57
App,16115,14014,29748,24844,55236.26,30750.01,20729,9569,47462,15743,46025.07,30296.24,19314,15773.89,50695.24,20978,28873,30162,25003,36419,36555,32095.97,43872,29304.93
Appbp2os,0,0,1,4,7,7,0,0,5,0,3,4,9,0,0,0,0,2,18,1,0,1,1,8
Arcn1,4573,5093,7025.99,7510,9691.85,6769,6100.99,3873,10261.65,4379,9319.85,7922.99,6170,5518,10217.98,5641,6167,6957.99,6658.35,7937,8913,7889,8481.7,7836.99
Areg,17,0,14,0,6,3,42,0,11,0,13,3,20,29,6,14,4,6,64,346,16,6,1,6
Arf4,2607,4730,5090,5269,5626,4533,4818,3921,7486,3476,4769,4480,4270,3868,6277,4940,3687,4126,4085,4984,6316,6287,4989,4843
Arhgap1,1439,1441,3213,2732,4333,2836,2051.93,1252,4032,1566,3750,3170,1664,2071,4728,1902,2700,2898,2238,2836,3718,2739,3336,2608
Arhgap25,267,163,283,360,424,690,158,322,340,213,319,1076,95,839,292,158,547,328,190,224,264,298,560,470
Arhgef2,1017,901,1354,2104,1028,1759,1145,935,2030,1010,1353,1956.01,1439,1432,1368,1137,1234.97,1035,1050,1284,1349,1927,1465,1766
Arih1,2652,2771,4724,4152,9596.07,5940,3414.41,2501,8164,2794,7382,6112,3443,3292,8589.51,3766,4790.8,5278,4111,5112,6932,5144,6614,5271
Arl16,184,109,491,356,541,402,280,144,549,313,478,357,191,113,718,310,400,459,344,384,636,425,497,279
Arl6,515,508,1372,895,1579,1006,982,287,1876,679,1487,934,818,401,1979,647,924,979,1004,831,1730,1171,1269,814
Arl8a,3653,2883,8490,5858.02,14789,8855,5594,1870,10937,3816,11440,9144,4512,3199,14588.28,5449.2,7879,9124,6685,8698,10701.01,7501,10501.48,7156
Armc7,156,99,271,228,306,304,128,124,290,98,271,385,107,264,339,87,242,228,213,151,269,244,284,289
Armcx1,1589,1187,4583,2623,9044.05,4404.58,2724,668,6985,1990,6908,4279,2263,1193,8534,2133,3880,4263.84,3865,2963.84,6662,3252.73,6302,3344.53
Armh3,531,601,1105,829,1918,1152,640,582,1594,563,1682,1170,742,446,2128,684,1068,1220,932,890,1519,1038,1452,1018
Armt1,378,321,703,658,931.99,756,547.87,531,910,352,899,841,559,632,944.09,421,666,597,703,571,777,783,823,676
Arpc3,3050,2544,5385,4560,5598,4903,4262,2012,6006,3071,4783,4813,3288,3275,6450,4070,4189,4546,3714,3559,6461,5954,4994,4196
Arpc5,6017,5118,10333,8598,11247,10203,8203,4745,12532,6276,9652,10704,7021.58,7119,13123,8042,8605,9635,7189,8036,12663,10820,10261,8539
Arpin,773,537,1206,1222,1349,998,911,612,1723,748,1342,899,695,634,1674,843,879,947,826,1085,1462.75,1219,1175,847
Arrb1,5225,3861,13511,9049,23107.94,12733.38,8344,3111,20144,5743,20083.7,15414,6845,4505,22628,6785,12511.98,11709,11050,8114,15438.47,11384,17022.8,12430
Art3,5071,2452,1806,1537,2578,1588,5136,2598,2585,1467,2838,1036,5642,2893,2905,1745,2546,3010,4318,4314,2916,3103,2729,1232
Asb7,204,423,645,713,1173,935.01,758,547,1097,420,956,1038,491,429,1111,468,828,936,613,826,847,771,1013,799
Asf1a,386,686,589,703,709,768,1046,371,818,472,661,691,602,633,741,522,510,561,653,707,714,874,747,687
Asphd1,26,51,75,48,183,120,76,19,132,20,173.63,93,49,7,152,29,94,114,80,91,100,78,146,107
Astn2,1347,657,434,412,1251,774,951,5,696,262,1000,824,1027.99,826,986,353,709,872,1245,1458,600,522,907,757
Astx1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astx4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atad5,221,53,162,298,420,767,328,127,309,194,382,1099,162,447,271,186,495,574,200,225,266,352,415,563
Atf7,1806,1858,2462,2776.07,4927,3186,2360,1913,4725,1459,4200.76,3533,2521,2393,4278,1950,3344.24,2866,2531,4029.57,3344,3606,3960,3269
Atf7ip2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
Atoh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp11b,1780,1344,2204,2069,4795,3801,2056,941,3698,1248,4049,4388,2155,2254,3925,1684,3035,3341,2296,2905,3087.03,2715,4417,3536
Atp13a3,2196,2327,2633,3159,4961,3680.03,2578,2278,5061,1623,4316,4128,3645,3451,4429.98,2538,3301,3353.9,2842,3872,3219,3616,4094,3767.49
Atp2a1,636,1594,10478,975,782.66,1493,5048,2138,4564,175,30,26623,7684,2557,8994,10020,324,78,19150,1384,1337,229,497,4950
Atp2b3,414,306,1148,755,3589,1494,769,69,2331,551,2753,1603.01,531,389,2881,496,1504,1684,1312,1730,1603,712,2266,1145
Atp5e,7614.97,11822,9636,12550,3005,6133,13997,12297,7643,10070,3577,4218,10801,9810,6766,11452,3719,4968.56,9818,7560,8862,13361,4199,4771
Atp5g3,7113,5795,11327,9823,9141,9328,9900,5535,11940,7937,8431,8223,8240,6430,12635,9780,7170,9159,9880,8314,12442,12776,9102,7162
Atp5j2,7336,14296,8469,9345,4740,6333,12014,16066.98,7263,7446,5126,5167,10441,7122.99,8221,8577,4522,6174,10994,8178,9169,11522,5566,5339
Atp5pb-ps,8.12,20.3,24.74,22.72,28.85,21.13,16.46,37,36.22,17.52,12.36,23.75,35.58,25.06,33.24,24.68,21.42,31.7,23.11,17.42,41.25,26.93,19.66,27.59
Atp6ap2,3170,2370,6046,4707,10885,6916,4160,1213,9684.2,2952,8553,6954,3471,2818,11137.79,4187,5613,7378,5807,6412,8585,5467,8575,5880
Atp6v0d1,3165,2226,8173,5568,10387.89,6651,4335,1748,10349,4120,8296,7407,3495,2894,12513,5488,5966,7087.8,5216,7649,10575,6944,8141,5652.62
Atp7b,62,0,47,37,79,133,40,19,74,37,50,255,19,39,81,56,82,108,28,18,35,38,70,145
Atp8b2,1328,1174,3843,3381,6461,3759,2045,1357,5634,1928,5490,4474,1852,2608,6410,2692,3630,4152,2870,3293,4379,3885,5050,3781
Atp8b4,202,66,195,354,249,1236,32,17,138,161,154,2005,78,605,71,174,616,640,72,152,129,396,577,1014
Atp9b,1219,1447,2249,2382,4259,2676,2071,1251,3548,1307,3617,2928,1904,1584,4057.96,1819,2429,3160,2068,2964,2861,2725,3344,2671
Atpaf2,315,1384,666,534,761.07,684,634,1955,796,401,700,682,1103,415,800,444,551,594,871,694,738,678,709,567
Atxn2,1289,1339.02,2584.18,1829,5131,2822,1531,1475,4073,1019,4259,3058,1407,983,4890.03,1543,2858,2559,2351,2393,3256.13,2275,3775,2516
AU040972,300,0,0,0,7,1,0,2,0,0,0,0,4,0,0,0,0,0,11,28,0,0,0,0
Axin1,894,723,937,802,948,1000.57,644,711,1109,597,968,1135,907,1261,1054,734,1042.04,921,878,1071,945,1125,1106,1076
Azgp1,103,0,17,0,26,0,35,0,18,0,32,0,47,0,33,0,28,0,29,0,25,0,12,0
B230206H07Rik,1188,754,436,537,1663.97,809,1424,810,763,425,1978,456,1442,510,538,546,1231,2055,952,1461,625,1469,1385.99,592
B230206L02Rik,59,121,158,85,106,82,123,76,88,116,88,58,59,30,113,49,75,98,145,17,111,154,108,47
B230208H11Rik,1,23,32,15,17,54,65,62,9,5,34,97,120,1,27,10,86,35,52,25,13,35,25,43
B230217O12Rik,189,144,449,241,641,416,294,110,552,163,595,364,210,151,766,176,364,273,282,323,591,277,527,249
B230369F24Rik,82,96,60,70,136,73,26,112,136,60,120,122,123,132,143,57,86,75,90,61,99,107,111,97
B430212C06Rik,26,12,1,0,40,1,2,73,3,3,28,1,57,3,9,0,31,4,0,10,6,2,31,1
B430219N15Rik,24,0,0,4,5,8,1,101,8,11,3,0,17,19,1,0,13,1,0,26,5,3,10,1
B630019A10Rik,11,30,5,32,23,27,7,0,17,7,18,9,4,103,8,8,13,23,0,13,5,30,15,20
B930025P03Rik,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
B930036N10Rik,0,0,15.01,4,14,4,0,16,3,6,3,7,0,1,14,2,0,10,0,7,14,14,7,6
B9d1os,0,0,0,0,7,4,0,0,6,1,8,4,0,0,4,4,3,4,7,0,4,1,11,1
Bag2,310,224,1186,673,1194,711,473,63,1394,458,1159,748.99,435,160,1701,656,766,737,440,530,1437,713,1011,599.04
Banf2os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,3,0
Bax,522,553,849,977,864,861,945,479,982.99,594.93,850.97,651.97,776,588,1061,726,652.99,753,653,713,1061,1135.89,935,845.98
BB187676,0,0,11,0,4,0,0,0,6,7,7,0,0,0,3,10,0,14,0,0,2,6,2,6
BB218582,32,11,48,30,20,15,9,70,36,21,25,11,39,0,35,11,11,13,58,16,35,28,32,11
Bbox1,7,0,2,8,19,36,0,0,8,3,6,0,9,13,6,21,1,8,0,18,3,0,14,8
BC018473,0,0,10,0,6,0,0,0,0,0,8,0,2,0,4,0,2,0,6,0,2,0,14,0
BC022960,75,0,74,20,179,148,52,34,96,24,157,116,107,97,112,30,158,162,75,98,92,63,204.99,127
BC025920,60,100,58,31,86,70,134,52,109,40,87,91,61,94,89,44,61,65,66,84,40,71,89,51
BC030343,41,36,70,54,166,68,85,54,173,27,152,98,29,56,97,25,89,161,63,162,105,82,139,96
BC042761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC046401,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0
BC048602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC048644,12,0,3,0,21,5,16,0,19,0,14,4,0,0,16,0,9,1,0,0,9,2,16,9
BC048679,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,6,0,0,0
BC051076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC051226,160,67,157,52,143,30,186,27,158,66,110,32,191,33,175,43,92,13,154,42,195,86,135,29
BC053393,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
BC061195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bc1,253379.26,581663.66,277069.14,579514.34,122794.75,293471,654914.41,537129.67,172270.85,385800.86,155339.86,163789.71,693494.49,472909.29,242360.39,327601.42,198825.57,252660.32,350543.83,473732.5,262612.62,616235.22,213092.13,250194.27
Bcas1os1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Bcl2l15,0,0,8,19,20.69,27.59,0,0,4,6.76,24.59,26.5,1,6,20.34,30,20.75,28.99,6,0,20,3,17.25,22.36
Bcor,944,697,1022,1339,1358,1286,955,1034,1305,603,1294,1450,1035,1014,1353.11,486,1184,655,773,1299,1070,1228,1214,995
Bdp1,1015,741,1346,1414,2381,1799,1425,1112,2138,956,2062,2265,1400,1731,2306,1136,1534,1897,1459,1941,1856,1834,2270,2302
Begain,202,89,205,141,301,292,163,34,283,121,367,194,159,112,371,139,172,237,165,1152,197.6,211,281,202
Best2,15,0,0,7,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,7,0,0
Bglap2,82.14,20,76.45,167.63,2.31,18.36,0,62.06,54.43,16.94,18.54,0,0,23.03,11.89,18.13,21.36,12.6,5,0,21.28,43.22,9,169.86
Bicc1,1634,2879.87,2141.12,3707.85,1300,1802,3458,2596,3512.01,2488,1862.15,1204.05,2850,3014,2228.01,2420,1935.99,1356,2240,3211,2712.89,3501.11,1940.99,2893.96
Blvrb,764,826,1396,1377,1022,1694.96,1002,1151,1153,1034,1092,2290,1033,921,1254,1413,1373,1455,766,970,1332,1725,1181,1318
Blzf1,795,733,1037,920,1619,1006,1235,433,1529,516,1508,1088,838,462,1663,787,891,1124,865,1102,1498,1062,1338,950
Bmp15,6,2,135,244,506,235,20,0,283,62,422,155,26,0,346,192,158,161,43,80,235,106,319,149
Bmp2,144,83,122,177,75,140,157,111,223,108,61,100,88,78,144,61,91,56,76,69,128,284,102,147
Bmp2k,664.84,459,718.44,1128,1047.92,1649.42,616,861.77,1286.51,692.95,1043.31,2033.12,867,1603.4,932.5,717.92,1128.7,1120.2,672.82,893.47,962.98,1452.13,1353.22,1875.41
Bmp6,225,497,1200,2550,571,667,632,480,2354,1147,993,411,567,532,1143,2126,952,519,482,506,1305,1870,925,1234
Bmp7,243,379,754,1924,569,559,502,220,1430,834,884,331,355,273,824,2110,765,961,225,501,812,1408,818,1252
Bmpr1b,69,75,187,163,419,286,269,127,294,158,527,391,234,108,306,96,373.09,195,146,1506,284,136,640,357
Bmyc,566,283,1057,871,1324,815,812,384,1164,569,1136,981,631,506,1309,637,969,916,887,960,992,995,1263.02,793
Bod1l,2380,2933,4130,3806,7123,4565,3803,2818,5988.54,2478,6006,5232,3750,4419,7089.13,2555,4507,4715,5284,5450,5390,4709,6054,4962
Bpifa2,0,0,0,0,0,0,31,0,0,0,0,0,20,0,0,0,0,0,6,0,0,0,0,0
Bpifa5,0,0,8,0,6,0,0,0,2,0,5,1,0,0,7,11,3,3,0,0,0,12,4,2
Brat1,335,285,695,444,1099,740,332,356,931,381,984,832,366,453,1055,434,631,657,433,736,822,746,940,778
Brd3os,254,124,246,285,433,344,266,153,376,197,344,346,206,176,487,190,280,255,329,277,402,377,324,309
Brinp3,16,19,15,27,56,64,23,0,52,4,35,17,21,42,47,7,23,59,134,14,21,12,46,18
Brpf1,593,644,756,908,1287,1497,683,1156,1139,628,1173,2000,909,1300,1349,816,1236,1295,1155,958,1069,1103,1320,1456
Btbd6,260,401,729,536,977,639,590,437,896,405,815,732,358,444,1033,440,676,638,664,580,742,657,849,648
Btf3-ps15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btf3-ps18,0,0,0,0,0,14,0,22,13,1,4,8,0,2,7,1,3,1,0,16,5,5,8,5
Btf3l4b,14,725.33,57.16,643.19,92.91,914.38,43.67,367.6,140.45,443.3,78.46,663.72,102.5,496.63,101.11,660.07,56.57,817.36,75.4,726.47,89.98,862.68,63.67,715.67
C030013E06Rik,3,0,0,0,0,4,0,0,9,3,5,3,0,11,2,0,8,0,0,0,0,3,0,6
C030015A19Rik,24,75,102,96,156,123,42,29,184,60,145,124,142,32,104,72,91,140,84,141,105,102,149,106
C030018K13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C030029H02Rik,0,0,0,0,1,14,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
C130040N14Rik,0,0,0,0,2,0,1,0,5,2,4,0,0,0,0,0,0,0,0,16,2,0,1,0
C130080G10Rik,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C130083M11Rik,0,0,1,25,1,3,8,0,3,0,4,4,0,0,3,2,1,2,0,0,5,0,2,5
C130089K02Rik,50,32,23,70,25,74,59,52,32,34,27,45,47,99,32,49,38,45,65,91,42,43,33,50
C1qb,1602,1058,1891,1547,905,1087,2983,1380,2158.68,1325,1126,878,3131,1743,1536,1611,1180,799,1442,2107,1826,2434,1490,1500
C1qc,1131,1565,1607,1914,859,1233,2465,1697,1966,1458,1019,964,2507,1634,1370,1850,1116,758,1313,2572,1686,2497,1350.3,1705
C230062I16Rik,21.1,32.42,0,80.93,4.56,47.99,48.68,118.43,0,47.04,21.81,55.77,0,29,0.76,62.57,0,77.6,0,29.09,3.17,56.32,0,68.14
C2cd4b,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,5,0,0,0
C330024C12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3ar1,334,391,404,401,273,450,371,397,498,310,311,170,706,261,415,214,259,123,362,482,512,585.99,209,403
